
SetupTitle, Endurance Measure 2V 1kHz After 400 000 Cycles
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -2.45974917E-07, 0.028963407501578, 5E-06, 5E-06
DataValue, 1.5E-05, -2.2418672100000002E-07, 0.068804733455181011, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -1.11827362E-07, 0.10839983820915201, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -2.0907342000000002E-07, 0.148227080702782, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -2.8352644700000003E-07, 0.18816527724266002, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -1.9092664200000002E-07, 0.22877168655395502, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -1.9776139500000002E-07, 0.269015282392502, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -3.55739076E-07, 0.308472663164139, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -2.2829725300000001E-07, 0.347731024026871, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -1.6705864400000002E-07, 0.38825219869613603, 9.5E-05, 9.5E-05
DataValue, 0.000105, -2.95297042E-07, 0.42888855934143105, 0.000105, 0.000105
DataValue, 0.000115, -2.6270942E-07, 0.46852803230285606, 0.000115, 0.000115
DataValue, 0.000125, -2.3723846700000002E-07, 0.508308053016663, 0.000125, 0.000125
DataValue, 0.000135, -3.2521512600000005E-07, 0.54837167263031006, 0.000135, 0.000135
DataValue, 0.000145, -3.2484979300000004E-07, 0.58803582191467307, 0.000145, 0.000145
DataValue, 0.000155, -2.12422421E-07, 0.628426313400269, 0.000155, 0.000155
DataValue, 0.000165, -3.0316118700000004E-07, 0.6686709523200991, 0.000165, 0.000165
DataValue, 0.000175, -3.27336323E-07, 0.70814174413681008, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -2.8057010600000004E-07, 0.74770689010620106, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -3.0730396400000004E-07, 0.78843128681182906, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -3.98570762E-07, 0.82844948768615712, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -3.34795857E-07, 0.86819535493850708, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -3.08378247E-07, 0.90814870595932007, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -3.25477401E-07, 0.94833099842071511, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -3.4356597200000005E-07, 0.9883981347084041, 0.000245, 0.000245
DataValue, 0.000255, -4.3261059100000003E-07, 1.028669953346252, 0.000255, 0.000255
DataValue, 0.000265, -4.1510472200000003E-07, 1.068724989891052, 0.000265, 0.000265
DataValue, 0.000275, -3.7831753700000003E-07, 1.1084026098251341, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -2.9767068100000003E-07, 1.148317813873291, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -3.80027103E-07, 1.188567161560059, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -3.6902221700000005E-07, 1.2285830974578862, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -3.7693755000000005E-07, 1.2689605951309202, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -3.5642696600000003E-07, 1.3089721202850342, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -3.76231412E-07, 1.3487013578414921, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -4.0107900600000004E-07, 1.3885127305984502, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -3.0950440100000004E-07, 1.4288433790206911, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -3.17907762E-07, 1.46902072429657, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -3.1780399500000004E-07, 1.5090378522872932, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -3.6901380400000003E-07, 1.5488922595977781, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -3.5294894500000003E-07, 1.5888229608535771, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -3.5113700400000004E-07, 1.6286544799804692, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -2.48774882E-07, 1.6691929101943972, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -3.0944758600000004E-07, 1.7093284130096442, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -3.3228340600000003E-07, 1.7486568689346311, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -3.29663663E-07, 1.7886302471160891, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -3.4337662700000004E-07, 1.8286012411117552, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -2.72397443E-07, 1.8689103126525881, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -2.8969083100000005E-07, 1.9090182781219482, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -3.44512614E-07, 1.9488047361373901, 0.000485, 0.000485
DataValue, 0.000495, -3.59129444E-07, 1.9885076284408572, 0.000495, 0.000495
DataValue, 0.000505, 2.3096704600000001E-07, 1.9884930849075322, 0.000505, 0.000505
DataValue, 0.000515, 1.7792706300000002E-07, 1.9489244222640991, 0.000515, 0.000515
DataValue, 0.00052500000000000008, 1.82199571E-07, 1.9090553522109992, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, 2.0681505900000002E-07, 1.8692643642425542, 0.000535, 0.000535
DataValue, 0.000545, 2.68477919E-07, 1.8291668891906741, 0.000545, 0.000545
DataValue, 0.000555, 2.5974986800000003E-07, 1.7888154983520512, 0.000555, 0.000555
DataValue, 0.00056500000000000007, 2.05639125E-07, 1.7490460872650151, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 2.9755804600000003E-07, 1.7094615697860722, 0.000575, 0.000575
DataValue, 0.000585, 1.73169312E-07, 1.6695585250854492, 0.000585, 0.000585
DataValue, 0.000595, 3.44241499E-07, 1.62906551361084, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 2.51446778E-07, 1.5890876054763792, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 2.03687634E-07, 1.5493364334106452, 0.000615, 0.000615
DataValue, 0.000625, 2.72477649E-07, 1.5095049142837522, 0.000625, 0.000625
DataValue, 0.000635, 3.03589189E-07, 1.4696580171585081, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 2.2434055300000003E-07, 1.4291790723800661, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 2.0636838400000003E-07, 1.3889855146408081, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 3.5305018300000003E-07, 1.3488810062408452, 0.000665, 0.000665
DataValue, 0.000675, 2.42774831E-07, 1.3094514608383181, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 2.6313603E-07, 1.269423127174377, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 2.77049566E-07, 1.2292259931564331, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 2.6658392500000005E-07, 1.189238905906677, 0.000705, 0.000705
DataValue, 0.000715, 2.0560335700000002E-07, 1.1492302417755131, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 3.6910663E-07, 1.108967542648315, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 2.67959706E-07, 1.069057941436768, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 1.7168554200000003E-07, 1.029027462005615, 0.000745, 0.000745
DataValue, 0.000755, 2.96849123E-07, 0.98874682188034013, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 2.8322378400000003E-07, 0.94893372058868408, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 2.2478232600000003E-07, 0.909073352813721, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 2.0499540200000002E-07, 0.8687970042228701, 0.000785, 0.000785
DataValue, 0.000795, 3.7485941100000004E-07, 0.82882779836654707, 0.000795, 0.000795
DataValue, 0.000805, 1.8236856600000002E-07, 0.789036154747009, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 2.8741845900000004E-07, 0.74884712696075406, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 2.7590869E-07, 0.708661675453186, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 2.6304979900000003E-07, 0.669147551059723, 0.000835, 0.000835
DataValue, 0.000845, 2.37618082E-07, 0.629140675067902, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 3.2394410700000005E-07, 0.5884902477264401, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 3.5744190500000003E-07, 0.548913061618805, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 1.8611936500000003E-07, 0.508872032165527, 0.000875, 0.000875
DataValue, 0.000885, 3.0774950200000003E-07, 0.46913707256317105, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 3.2483674800000005E-07, 0.42942574620246904, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 2.74039252E-07, 0.38893556594848605, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 2.63152884E-07, 0.34843200445175204, 0.000915, 0.000915
DataValue, 0.000925, 3.92504091E-07, 0.30889219045639005, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 2.1950145900000003E-07, 0.269586652517319, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 2.71911063E-07, 0.229351848363876, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 3.0887426300000004E-07, 0.18876233696937603, 0.000955, 0.000955
DataValue, 0.000965, 2.6619756000000003E-07, 0.148887544870377, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 2.5379304700000004E-07, 0.108613654971123, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 3.1389566900000004E-07, 0.068855106830597007, 0.000985, 0.000985
DataValue, 0.000995, 3.69032307E-07, 0.029157498851418003, 0.000995, 0.000995
DataValue, 0.001005, 1.6593976700000002E-07, -0.011043831706047, 0.001005, 0.001005
DataValue, 0.001015, 2.9903691300000003E-07, -0.051229663193226006, 0.001015, 0.001015
DataValue, 0.001025, 2.5693378800000004E-07, -0.091138273477554, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 2.96303568E-07, -0.131214901804924, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 3.17557436E-07, -0.171277090907097, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 2.9035305700000003E-07, -0.21092115342617002, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 2.8523626800000005E-07, -0.250841379165649, 0.001065, 0.001065
DataValue, 0.001075, 2.92842373E-07, -0.291211098432541, 0.001075, 0.001075
DataValue, 0.001085, 3.5519659E-07, -0.330910116434097, 0.001085, 0.001085
DataValue, 0.001095, 2.52903902E-07, -0.370849013328552, 0.001095, 0.001095
DataValue, 0.001105, 3.16000012E-07, -0.41107219457626304, 0.001105, 0.001105
DataValue, 0.001115, 3.21555063E-07, -0.45115023851394603, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 3.8528088500000005E-07, -0.49101972579956105, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 2.38301766E-07, -0.530760645866394, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 2.7154783300000005E-07, -0.57084578275680509, 0.001145, 0.001145
DataValue, 0.001155, 2.96649262E-07, -0.6108928322792051, 0.001155, 0.001155
DataValue, 0.001165, 3.34265309E-07, -0.65105152130126909, 0.001165, 0.001165
DataValue, 0.001175, 3.0152270400000003E-07, -0.69126695394516, 0.001175, 0.001175
DataValue, 0.001185, 3.30478741E-07, -0.730925440788269, 0.001185, 0.001185
DataValue, 0.001195, 3.35582882E-07, -0.77080798149108909, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 2.64591051E-07, -0.811137557029724, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 3.9108132900000004E-07, -0.85136812925338712, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 2.95844956E-07, -0.89146834611892711, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 3.50702521E-07, -0.9314329624176021, 0.001235, 0.001235
DataValue, 0.001245, 3.4809608E-07, -0.97097593545913707, 0.001245, 0.001245
DataValue, 0.001255, 3.66233735E-07, -1.011055707931519, 0.001255, 0.001255
DataValue, 0.001265, 2.9634281900000003E-07, -1.051471590995789, 0.001265, 0.001265
DataValue, 0.001275, 3.35922977E-07, -1.0914865732192991, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 3.7939347000000005E-07, -1.13120174407959, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 3.1623844200000004E-07, -1.1711273193359382, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 3.85515079E-07, -1.2115794420242312, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 3.73837736E-07, -1.2516243457794192, 0.001315, 0.001315
DataValue, 0.001325, 3.2814929800000003E-07, -1.2917544841766362, 0.001325, 0.001325
DataValue, 0.001335, 2.89926703E-07, -1.3314162492752082, 0.001335, 0.001335
DataValue, 0.001345, 3.78317793E-07, -1.371120929718018, 0.001345, 0.001345
DataValue, 0.001355, 2.90721886E-07, -1.4112905263900761, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 3.52703779E-07, -1.4522199630737311, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 3.6543013900000004E-07, -1.4918044805526731, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 2.8449159100000003E-07, -1.5316715240478522, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 3.8506348700000003E-07, -1.5719341039657591, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 3.41401574E-07, -1.611727237701416, 0.001405, 0.001405
DataValue, 0.001415, 2.9406317000000004E-07, -1.6518281698226931, 0.001415, 0.001415
DataValue, 0.001425, 3.16120634E-07, -1.6918294429779051, 0.001425, 0.001425
DataValue, 0.001435, 4.18169321E-07, -1.7315896749496462, 0.001435, 0.001435
DataValue, 0.001445, 2.38101222E-07, -1.7714102268218992, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 2.72477649E-07, -1.8118504285812382, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 3.61146419E-07, -1.8522398471832282, 0.0014650000000000002, 0.0014650000000000002
