
SetupTitle, Break of oxide
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0
TestParameter, Output.Graph.YAxis.Top, 0.01, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/19/2021 13:21:23
MetaData, TestRecord.TestTarget, FlashNumC_5_25um_E13
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, fc41cbf4-d6b9-4f78-9811-d12af4a18e3a
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 6.7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.6E-12, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.11, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.22388059701492538
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.049999999951636377
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.22388059701492538
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.049999999951636377
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.22388059701492538
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.049999999951636377
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.22388059701492538
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.049999999951636377
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.22388059701492538
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.049999999951636377
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=50 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Break of oxide
Dimension1, 201, 201, 201
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, 0, 7.22E-12, 7.22E-12
DataValue, 0.05, 5.6100000000000005E-12, 5.6100000000000005E-12
DataValue, 0.1, 1.0220000000000001E-11, 1.0220000000000001E-11
DataValue, 0.15, 1.515E-11, 1.515E-11
DataValue, 0.2, 2.8180000000000003E-11, 2.8180000000000003E-11
DataValue, 0.25, 2.067E-11, 2.067E-11
DataValue, 0.3, 1.401E-11, 1.401E-11
DataValue, 0.35000000000000003, 3.194E-11, 3.194E-11
DataValue, 0.4, 2.986E-11, 2.986E-11
DataValue, 0.45, 2.2040000000000002E-11, 2.2040000000000002E-11
DataValue, 0.5, 4.264E-11, 4.264E-11
DataValue, 0.55, 3.4620000000000006E-11, 3.4620000000000006E-11
DataValue, 0.6, 4.4920000000000005E-11, 4.4920000000000005E-11
DataValue, 0.65, 5.1770000000000006E-11, 5.1770000000000006E-11
DataValue, 0.70000000000000007, 3.6550000000000006E-11, 3.6550000000000006E-11
DataValue, 0.75, 4.6640000000000006E-11, 4.6640000000000006E-11
DataValue, 0.8, 6.16E-11, 6.16E-11
DataValue, 0.85, 4.2410000000000005E-11, 4.2410000000000005E-11
DataValue, 0.9, 4.949E-11, 4.949E-11
DataValue, 0.95000000000000007, 6.477E-11, 6.477E-11
DataValue, 1, 6.3210000000000007E-11, 6.3210000000000007E-11
DataValue, 1.05, 4.3910000000000007E-11, 4.3910000000000007E-11
DataValue, 1.1, 6.7070000000000007E-11, 6.7070000000000007E-11
DataValue, 1.1500000000000001, 6.495E-11, 6.495E-11
DataValue, 1.2, 7.744E-11, 7.744E-11
DataValue, 1.25, 6.608E-11, 6.608E-11
DataValue, 1.3, 9.647E-11, 9.647E-11
DataValue, 1.35, 1.0890000000000001E-10, 1.0890000000000001E-10
DataValue, 1.4000000000000001, 1.1553000000000001E-10, 1.1553000000000001E-10
DataValue, 1.45, 1.4567E-10, 1.4567E-10
DataValue, 1.5, 1.989E-10, 1.989E-10
DataValue, 1.55, 2.1299E-10, 2.1299E-10
DataValue, 1.6, 2.7527E-10, 2.7527E-10
DataValue, 1.6500000000000001, 3.5272000000000005E-10, 3.5272000000000005E-10
DataValue, 1.7, 4.2839000000000006E-10, 4.2839000000000006E-10
DataValue, 1.75, 5.0032000000000009E-10, 5.0032000000000009E-10
DataValue, 1.8, 6.2091000000000008E-10, 6.2091000000000008E-10
DataValue, 1.85, 7.436600000000001E-10, 7.436600000000001E-10
DataValue, 1.9000000000000001, 8.945E-10, 8.945E-10
DataValue, 1.95, 1.0984E-09, 1.0984E-09
DataValue, 2, 1.3363E-09, 1.3363E-09
DataValue, 2.05, 1.5626E-09, 1.5626E-09
DataValue, 2.1, 1.8338E-09, 1.8338E-09
DataValue, 2.15, 2.1113E-09, 2.1113E-09
DataValue, 2.2, 2.4254E-09, 2.4254E-09
DataValue, 2.25, 2.7541E-09, 2.7541E-09
DataValue, 2.3000000000000003, 3.1249E-09, 3.1249E-09
DataValue, 2.35, 3.5354E-09, 3.5354E-09
DataValue, 2.4, 3.9875E-09, 3.9875E-09
DataValue, 2.45, 4.4952E-09, 4.4952E-09
DataValue, 2.5, 5.0223E-09, 5.0223E-09
DataValue, 2.5500000000000003, 5.6351E-09, 5.6351E-09
DataValue, 2.6, 6.2946E-09, 6.2946E-09
DataValue, 2.65, 6.9715E-09, 6.9715E-09
DataValue, 2.7, 7.5088999999999992E-09, 7.5088999999999992E-09
DataValue, 2.75, 8.5034E-09, 8.5034E-09
DataValue, 2.8000000000000003, 8.5087E-09, 8.5087E-09
DataValue, 2.85, 1.0538799999999998E-08, 1.0538799999999998E-08
DataValue, 2.9, 1.2039999999999999E-08, 1.2039999999999999E-08
DataValue, 2.95, 1.3653399999999998E-08, 1.3653399999999998E-08
DataValue, 3, 1.50992E-08, 1.50992E-08
DataValue, 3.0500000000000003, 1.66312E-08, 1.66312E-08
DataValue, 3.1, 1.8407799999999998E-08, 1.8407799999999998E-08
DataValue, 3.15, 2.04294E-08, 2.04294E-08
DataValue, 3.2, 2.28662E-08, 2.28662E-08
DataValue, 3.25, 2.5668499999999996E-08, 2.5668499999999996E-08
DataValue, 3.3000000000000003, 2.8128799999999996E-08, 2.8128799999999996E-08
DataValue, 3.35, 3.1000799999999997E-08, 3.1000799999999997E-08
DataValue, 3.4, 3.5435E-08, 3.5435E-08
DataValue, 3.45, 3.8919299999999996E-08, 3.8919299999999996E-08
DataValue, 3.5, 4.1010599999999994E-08, 4.1010599999999994E-08
DataValue, 3.5500000000000003, 4.3915299999999996E-08, 4.3915299999999996E-08
DataValue, 3.6, 4.8946499999999994E-08, 4.8946499999999994E-08
DataValue, 3.65, 5.4202899999999994E-08, 5.4202899999999994E-08
DataValue, 3.7, 6.99482E-08, 6.99482E-08
DataValue, 3.75, 7.73825E-08, 7.73825E-08
DataValue, 3.8000000000000003, 8.47663E-08, 8.47663E-08
DataValue, 3.85, 9.05044E-08, 9.05044E-08
DataValue, 3.9, 9.7593699999999991E-08, 9.7593699999999991E-08
DataValue, 3.95, 1.0783999999999999E-07, 1.0783999999999999E-07
DataValue, 4, 1.1882E-07, 1.1882E-07
DataValue, 4.05, 1.2606E-07, 1.2606E-07
DataValue, 4.1, 1.3411999999999999E-07, 1.3411999999999999E-07
DataValue, 4.15, 1.6749999999999998E-07, 1.6749999999999998E-07
DataValue, 4.2, 1.784E-07, 1.784E-07
DataValue, 4.25, 2.0822E-07, 2.0822E-07
DataValue, 4.3, 2.3748E-07, 2.3748E-07
DataValue, 4.3500000000000005, 2.7564E-07, 2.7564E-07
DataValue, 4.4, 2.8554E-07, 2.8554E-07
DataValue, 4.45, 3.264E-07, 3.264E-07
DataValue, 4.5, 3.5324E-07, 3.5324E-07
DataValue, 4.55, 4.1434E-07, 4.1434E-07
DataValue, 4.6000000000000005, 4.4765999999999997E-07, 4.4765999999999997E-07
DataValue, 4.65, 4.722E-07, 4.722E-07
DataValue, 4.7, 5.2382E-07, 5.2382E-07
DataValue, 4.75, 5.5252E-07, 5.5252E-07
DataValue, 4.8, 6.8594E-07, 6.8594E-07
DataValue, 4.8500000000000005, 7.9358E-07, 7.9358E-07
DataValue, 4.9, 1.01144E-06, 1.01144E-06
DataValue, 4.95, 2.2727000000000003E-06, 2.2727000000000003E-06
DataValue, 5, 3.0942000000000004E-06, 3.0942000000000004E-06
DataValue, 5.05, 3.4958000000000005E-06, 3.4958000000000005E-06
DataValue, 5.1000000000000005, 4.3915E-06, 4.3915E-06
DataValue, 5.15, 5.6267000000000007E-06, 5.6267000000000007E-06
DataValue, 5.2, 6.1999000000000006E-06, 6.1999000000000006E-06
DataValue, 5.25, 7.7012E-06, 7.7012E-06
DataValue, 5.3, 0.099958, 0.099958
DataValue, 5.3500000000000005, 0.099990000000000009, 0.099990000000000009
DataValue, 5.4, 0.099826000000000012, 0.099826000000000012
DataValue, 5.45, 0.099980000000000013, 0.099980000000000013
DataValue, 5.5, 0.10001800000000001, 0.10001800000000001
DataValue, 5.55, 0.100026, 0.100026
DataValue, 5.6000000000000005, 0.099904, 0.099904
DataValue, 5.65, 0.10000400000000001, 0.10000400000000001
DataValue, 5.7, 0.100042, 0.100042
DataValue, 5.75, 0.099984, 0.099984
DataValue, 5.8, 0.10000200000000001, 0.10000200000000001
DataValue, 5.8500000000000005, 0.1, 0.1
DataValue, 5.9, 0.10000200000000001, 0.10000200000000001
DataValue, 5.95, 0.10000200000000001, 0.10000200000000001
DataValue, 6, 0.10000200000000001, 0.10000200000000001
DataValue, 6.05, 0.1, 0.1
DataValue, 6.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 6.15, 0.10000400000000001, 0.10000400000000001
DataValue, 6.2, 0.10000200000000001, 0.10000200000000001
DataValue, 6.25, 0.1, 0.1
DataValue, 6.3, 0.1, 0.1
DataValue, 6.3500000000000005, 0.099992000000000011, 0.099992000000000011
DataValue, 6.4, 0.10000200000000001, 0.10000200000000001
DataValue, 6.45, 0.10003600000000001, 0.10003600000000001
DataValue, 6.5, 0.099932, 0.099932
DataValue, 6.55, 0.099994000000000013, 0.099994000000000013
DataValue, 6.6000000000000005, 0.099762, 0.099762
DataValue, 6.65, 0.099992000000000011, 0.099992000000000011
DataValue, 6.7, 0.099996000000000015, 0.099996000000000015
DataValue, 6.75, 0.1, 0.1
DataValue, 6.8, 0.10000200000000001, 0.10000200000000001
DataValue, 6.8500000000000005, 0.10000600000000001, 0.10000600000000001
DataValue, 6.9, 0.10000200000000001, 0.10000200000000001
DataValue, 6.95, 0.1, 0.1
DataValue, 7, 0.099966000000000013, 0.099966000000000013
DataValue, 7.05, 0.099998, 0.099998
DataValue, 7.1000000000000005, 0.1, 0.1
DataValue, 7.15, 0.10000200000000001, 0.10000200000000001
DataValue, 7.2, 0.10000200000000001, 0.10000200000000001
DataValue, 7.25, 0.1, 0.1
DataValue, 7.3, 0.10000200000000001, 0.10000200000000001
DataValue, 7.3500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.4, 0.10000200000000001, 0.10000200000000001
DataValue, 7.45, 0.10000200000000001, 0.10000200000000001
DataValue, 7.5, 0.10000200000000001, 0.10000200000000001
DataValue, 7.55, 0.099998, 0.099998
DataValue, 7.6000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.65, 0.1, 0.1
DataValue, 7.7, 0.10000200000000001, 0.10000200000000001
DataValue, 7.75, 0.1, 0.1
