
SetupTitle, Endurance Measure 2V 1kHz After 1 Cycle
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -8.231907486000001E-06, 0.020126407966018, 5E-06, 5E-06
DataValue, 1.5E-05, -2.9791432098000003E-05, 0.058775525540113005, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -5.7719662436E-05, 0.097176320850849013, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -9.454495739200001E-05, 0.135299548506737, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -0.00014250654203400002, 0.17269928753376002, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -0.000203014060389, 0.21037729084491702, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -0.000275782280369, 0.246682986617088, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -0.00036257659667200004, 0.281947106122971, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -0.00046197322080800005, 0.316518396139145, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -0.00057730014668800006, 0.350813180208206, 9.5E-05, 9.5E-05
DataValue, 0.000105, -0.00070733792381400006, 0.384619742631912, 0.000105, 0.000105
DataValue, 0.000115, -0.00084812910063200011, 0.41751825809478804, 0.000115, 0.000115
DataValue, 0.000125, -0.001002176548354, 0.44972357153892506, 0.000125, 0.000125
DataValue, 0.000135, -0.001133956480771, 0.481364578008652, 0.000135, 0.000135
DataValue, 0.000145, -0.001146828988567, 0.512359976768494, 0.000145, 0.000145
DataValue, 0.000155, -0.001146828988567, 0.543587446212769, 0.000155, 0.000155
DataValue, 0.000165, -0.001146828988567, 0.573773741722107, 0.000165, 0.000165
DataValue, 0.000175, -0.001146828988567, 0.60329008102417, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -0.001146828988567, 0.632633864879608, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -0.001146828988567, 0.661204397678375, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -0.001146828988567, 0.689693629741669, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -0.001146828988567, 0.71807402372360207, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -0.001146828988567, 0.74603277444839511, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -0.001146828988567, 0.774049282073975, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -0.001146828988567, 0.801546275615692, 0.000245, 0.000245
DataValue, 0.000255, -0.001146828988567, 0.82867228984832808, 0.000255, 0.000255
DataValue, 0.000265, -0.001146828988567, 0.85574871301651012, 0.000265, 0.000265
DataValue, 0.000275, -0.001146828988567, 0.8823798894882201, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -0.001146828988567, 0.90846157073974609, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -0.001146828988567, 0.93470883369445812, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -0.001146828988567, 0.96161156892776511, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -0.001146828988567, 0.987808763980865, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -0.001146828988567, 1.012864351272583, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -0.001146828988567, 1.0383564233779912, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -0.001146828988567, 1.0626145601272581, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -0.001146828988567, 1.0881693363189702, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -0.001146828988567, 1.1139396429061892, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -0.001146828988567, 1.1386715173721311, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -0.001146828988567, 1.1645398139953611, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -0.001146828988567, 1.1889131069183352, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -0.001146828988567, 1.21351683139801, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -0.001146828988567, 1.23933470249176, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -0.001146828988567, 1.2650740146636961, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -0.001146828988567, 1.290365934371948, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -0.001146828988567, 1.315575838088989, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -0.001146828988567, 1.3366243839263921, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -0.001146828988567, 1.351395845413208, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -0.001146828988567, 1.3683264255523682, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -0.001146828988567, 1.384565472602844, 0.000485, 0.000485
DataValue, 0.000495, -0.001146828988567, 1.4004083871841431, 0.000495, 0.000495
DataValue, 0.000505, -0.001146828988567, 1.3946514129638672, 0.000505, 0.000505
DataValue, 0.000515, -0.001146828988567, 1.372200608253479, 0.000515, 0.000515
DataValue, 0.00052500000000000008, -0.001146828988567, 1.349758982658386, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, -0.001146828988567, 1.3321788311004641, 0.000535, 0.000535
DataValue, 0.000545, -0.001146828988567, 1.3113458156585691, 0.000545, 0.000545
DataValue, 0.000555, -0.001146828988567, 1.2897548675537112, 0.000555, 0.000555
DataValue, 0.00056500000000000007, -0.001146828988567, 1.269670248031616, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, -0.001146828988567, 1.2477929592132571, 0.000575, 0.000575
DataValue, 0.000585, -0.001146828988567, 1.2253304719924931, 0.000585, 0.000585
DataValue, 0.000595, -0.001146828988567, 1.220375180244446, 0.000595, 0.000595
DataValue, 0.00060500000000000007, -0.001146828988567, 1.21288275718689, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, -0.001146828988567, 1.1899899244308472, 0.000615, 0.000615
DataValue, 0.000625, -0.001146828988567, 1.1667637825012212, 0.000625, 0.000625
DataValue, 0.000635, -0.001146828988567, 1.142874479293823, 0.000635, 0.000635
DataValue, 0.00064500000000000007, -0.001146828988567, 1.1175968647003172, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, -0.001146828988567, 1.091161251068115, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, -0.001146828988567, 1.06602668762207, 0.000665, 0.000665
DataValue, 0.000675, -0.001146828988567, 1.0411391258239751, 0.000675, 0.000675
DataValue, 0.00068500000000000006, -0.001146828988567, 1.015567421913147, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, -0.001146828988567, 0.989712238311768, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, -0.001146828988567, 0.963444948196411, 0.000705, 0.000705
DataValue, 0.000715, -0.001146828988567, 0.93692404031753507, 0.000715, 0.000715
DataValue, 0.00072500000000000006, -0.001146828988567, 0.910052597522736, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, -0.001146828988567, 0.883106172084808, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, -0.001146828988567, 0.85553067922592207, 0.000745, 0.000745
DataValue, 0.000755, -0.001146828988567, 0.82748812437057506, 0.000755, 0.000755
DataValue, 0.00076500000000000005, -0.001146828988567, 0.799554705619812, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, -0.001146828988567, 0.770926356315613, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, -0.001146828988567, 0.74165058135986306, 0.000785, 0.000785
DataValue, 0.000795, -0.001146828988567, 0.711991608142853, 0.000795, 0.000795
DataValue, 0.000805, -0.001146828988567, 0.681753873825073, 0.000805, 0.000805
DataValue, 0.00081500000000000008, -0.001146828988567, 0.6517807245254521, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, -0.001146828988567, 0.62100088596344, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, -0.001146828988567, 0.58955639600753806, 0.000835, 0.000835
DataValue, 0.000845, -0.001146828988567, 0.55752897262573209, 0.000845, 0.000845
DataValue, 0.00085500000000000007, -0.001092739519663, 0.52488654851913408, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, -0.000951258465648, 0.49212223291397106, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, -0.00081779644824600008, 0.45930755138397206, 0.000875, 0.000875
DataValue, 0.000885, -0.000695290975273, 0.42569822072982805, 0.000885, 0.000885
DataValue, 0.00089500000000000007, -0.00058419664856, 0.39106673002243003, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, -0.00048309587873500003, 0.356040000915527, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, -0.00039396400097800003, 0.320743471384048, 0.000915, 0.000915
DataValue, 0.000925, -0.000315121200401, 0.284756541252136, 0.000925, 0.000925
DataValue, 0.00093500000000000007, -0.000247732619755, 0.24842268228530903, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, -0.00018907256890100002, 0.21145020425319702, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, -0.000139238982229, 0.173036724328995, 0.000955, 0.000955
DataValue, 0.000965, -9.8285483546E-05, 0.13513857126236, 0.000965, 0.000965
DataValue, 0.00097500000000000006, -6.4402018324E-05, 0.097461983561516, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, -3.5324072087E-05, 0.058991096913815, 0.000985, 0.000985
DataValue, 0.000995, -1.0003509487E-05, 0.020217284560204003, 0.000995, 0.000995
DataValue, 0.001005, 1.3353677787000001E-05, -0.018973222002387, 0.001005, 0.001005
DataValue, 0.001015, 3.5825625673000006E-05, -0.057873837649822006, 0.001015, 0.001015
DataValue, 0.001025, 5.8702189563E-05, -0.096824117004871008, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 8.2652397396000012E-05, -0.13539046049118, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 0.000107554005808, -0.17426465451717402, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 0.000134639078169, -0.21279226243495902, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 0.00016243243590000002, -0.251103937625885, 0.001065, 0.001065
DataValue, 0.001075, 0.00019220531976300002, -0.28975233435630804, 0.001075, 0.001075
DataValue, 0.001085, 0.00022388897195900002, -0.328072130680084, 0.001085, 0.001085
DataValue, 0.001095, 0.00026214326499, -0.36619466543197604, 0.001095, 0.001095
DataValue, 0.001105, 0.00029715755954400004, -0.40445384383201605, 0.001105, 0.001105
DataValue, 0.001115, 0.00033414998324600003, -0.44279122352600103, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 0.000382200843887, -0.480389267206192, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 0.00044038076885000003, -0.517134547233582, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 0.000488374964334, -0.554906606674194, 0.001145, 0.001145
DataValue, 0.001155, 0.000544819922652, -0.59194248914718606, 0.001155, 0.001155
DataValue, 0.001165, 0.000612839765381, -0.628836750984192, 0.001165, 0.001165
DataValue, 0.001175, 0.00065457902383100008, -0.666785657405853, 0.001175, 0.001175
DataValue, 0.001185, 0.00071005464997100009, -0.703731715679169, 0.001185, 0.001185
DataValue, 0.001195, 0.00076580821769300011, -0.740877151489258, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 0.00079878914402800008, -0.77938288450241111, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 0.000822912435979, -0.81828558444976807, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 0.000869208422955, -0.855839610099792, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 0.00093150133034200012, -0.8928114175796511, 0.001235, 0.001235
DataValue, 0.001245, 0.00099218729883400014, -0.93001562356948808, 0.001245, 0.001245
DataValue, 0.001255, 0.0010532775195320001, -0.96659821271896407, 0.001255, 0.001255
DataValue, 0.001265, 0.0010832473635670002, -1.0053727626800542, 0.001265, 0.001265
DataValue, 0.001275, 0.001141341519542, -1.041164875030518, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 0.001150774420239, -1.0764029026031492, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 0.001150774420239, -1.111400365829468, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 0.001150774420239, -1.14677619934082, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 0.001150774420239, -1.1808440685272221, 0.001315, 0.001315
DataValue, 0.001325, 0.001150774420239, -1.2145644426345832, 0.001325, 0.001325
DataValue, 0.001335, 0.001150774420239, -1.2473871707916262, 0.001335, 0.001335
DataValue, 0.001345, 0.001150774420239, -1.28007709980011, 0.001345, 0.001345
DataValue, 0.001355, 0.001150774420239, -1.309109568595886, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 0.001150774420239, -1.3375060558319092, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 0.001150774420239, -1.3656491041183472, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 0.001150774420239, -1.392632842063904, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 0.001150774420239, -1.4180808067321782, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 0.001150774420239, -1.442970871925354, 0.001405, 0.001405
DataValue, 0.001415, 0.001150774420239, -1.4650212526321411, 0.001415, 0.001415
DataValue, 0.001425, 0.001150774420239, -1.4868067502975462, 0.001425, 0.001425
DataValue, 0.001435, 0.001150774420239, -1.5091912746429441, 0.001435, 0.001435
DataValue, 0.001445, 0.001150774420239, -1.5299394130706792, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 0.001150774420239, -1.5514755249023442, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 0.001150774420239, -1.570631146430969, 0.0014650000000000002, 0.0014650000000000002
DataValue, 0.0014750000000000002, 0.001150774420239, -1.5887906551361082, 0.0014750000000000002, 0.0014750000000000002
DataValue, 0.001485, 0.001150774420239, -1.6096699237823491, 0.001485, 0.001485
DataValue, 0.001495, 0.001150774420239, -1.626173138618469, 0.001495, 0.001495
DataValue, 0.001505, 0.001150774420239, -1.6214538812637331, 0.001505, 0.001505
DataValue, 0.001515, 0.001150774420239, -1.5975797176361082, 0.001515, 0.001515
DataValue, 0.001525, 0.001150774420239, -1.5719369649887092, 0.001525, 0.001525
DataValue, 0.0015350000000000001, 0.001150774420239, -1.5473359823226931, 0.0015350000000000001, 0.0015350000000000001
