
SetupTitle, Break of oxide
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0
TestParameter, Output.Graph.YAxis.Top, 0.01, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 08/13/2021 10:03:06
MetaData, TestRecord.TestTarget, FlashIntD_1_25um_D1
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 60c9b41d-d843-4318-a995-16078be7cde1
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -5.6E-12, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.7E-08, 1E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 203661.46301507836
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 203661.46301507836
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 203661.46301507836
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 203661.46301507836
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 203661.46301507836
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=50 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Break of oxide
Dimension1, 201, 201, 201
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, 0, 1.814E-11, 1.814E-11
DataValue, 0.05, 3.124E-11, 3.124E-11
DataValue, 0.1, -5.55E-12, 5.55E-12
DataValue, 0.15, 1.799E-11, 1.799E-11
DataValue, 0.2, 4.8130000000000006E-11, 4.8130000000000006E-11
DataValue, 0.25, 5.3100000000000006E-12, 5.3100000000000006E-12
DataValue, 0.3, 9.64E-12, 9.64E-12
DataValue, 0.35000000000000003, 4.1360000000000006E-11, 4.1360000000000006E-11
DataValue, 0.4, 1.486E-11, 1.486E-11
DataValue, 0.45, 2.52E-12, 2.52E-12
DataValue, 0.5, 4.075E-11, 4.075E-11
DataValue, 0.55, 4.017E-11, 4.017E-11
DataValue, 0.6, 6.4300000000000007E-12, 6.4300000000000007E-12
DataValue, 0.65, 5.6140000000000006E-11, 5.6140000000000006E-11
DataValue, 0.70000000000000007, 8.271E-11, 8.271E-11
DataValue, 0.75, 7.1150000000000008E-11, 7.1150000000000008E-11
DataValue, 0.8, 1.3970000000000002E-10, 1.3970000000000002E-10
DataValue, 0.85, 1.5282000000000002E-10, 1.5282000000000002E-10
DataValue, 0.9, 2.7469E-10, 2.7469E-10
DataValue, 0.95000000000000007, 4.1856000000000005E-10, 4.1856000000000005E-10
DataValue, 1, 5.3023E-10, 5.3023E-10
DataValue, 1.05, 7.448E-10, 7.448E-10
DataValue, 1.1, 1.0202E-09, 1.0202E-09
DataValue, 1.1500000000000001, 1.1951E-09, 1.1951E-09
DataValue, 1.2, 1.4039E-09, 1.4039E-09
DataValue, 1.25, 1.5333E-09, 1.5333E-09
DataValue, 1.3, 1.7231E-09, 1.7231E-09
DataValue, 1.35, 1.8294E-09, 1.8294E-09
DataValue, 1.4000000000000001, 2.021E-09, 2.021E-09
DataValue, 1.45, 2.1121E-09, 2.1121E-09
DataValue, 1.5, 2.2863E-09, 2.2863E-09
DataValue, 1.55, 2.3624E-09, 2.3624E-09
DataValue, 1.6, 2.5678E-09, 2.5678E-09
DataValue, 1.6500000000000001, 2.6292E-09, 2.6292E-09
DataValue, 1.7, 2.8364E-09, 2.8364E-09
DataValue, 1.75, 2.892E-09, 2.892E-09
DataValue, 1.8, 3.0634E-09, 3.0634E-09
DataValue, 1.85, 3.1269E-09, 3.1269E-09
DataValue, 1.9000000000000001, 3.3374E-09, 3.3374E-09
DataValue, 1.95, 3.3436E-09, 3.3436E-09
DataValue, 2, 3.528E-09, 3.528E-09
DataValue, 2.05, 3.5537E-09, 3.5537E-09
DataValue, 2.1, 3.7514E-09, 3.7514E-09
DataValue, 2.15, 3.7872E-09, 3.7872E-09
DataValue, 2.2, 3.9835E-09, 3.9835E-09
DataValue, 2.25, 3.9569E-09, 3.9569E-09
DataValue, 2.3000000000000003, 4.1851E-09, 4.1851E-09
DataValue, 2.35, 4.1878E-09, 4.1878E-09
DataValue, 2.4, 4.2912E-09, 4.2912E-09
DataValue, 2.45, 4.3406E-09, 4.3406E-09
DataValue, 2.5, 4.522E-09, 4.522E-09
DataValue, 2.5500000000000003, 4.5728E-09, 4.5728E-09
DataValue, 2.6, 4.7718E-09, 4.7718E-09
DataValue, 2.65, 4.7689E-09, 4.7689E-09
DataValue, 2.7, 5.0004E-09, 5.0004E-09
DataValue, 2.75, 5.0047E-09, 5.0047E-09
DataValue, 2.8000000000000003, 5.1953E-09, 5.1953E-09
DataValue, 2.85, 5.2256E-09, 5.2256E-09
DataValue, 2.9, 5.4171E-09, 5.4171E-09
DataValue, 2.95, 5.4271E-09, 5.4271E-09
DataValue, 3, 5.6563E-09, 5.6563E-09
DataValue, 3.0500000000000003, 5.6382E-09, 5.6382E-09
DataValue, 3.1, 5.8383E-09, 5.8383E-09
DataValue, 3.15, 5.8881E-09, 5.8881E-09
DataValue, 3.2, 6.0685E-09, 6.0685E-09
DataValue, 3.25, 6.0847E-09, 6.0847E-09
DataValue, 3.3000000000000003, 6.3416E-09, 6.3416E-09
DataValue, 3.35, 6.3429E-09, 6.3429E-09
DataValue, 3.4, 6.55E-09, 6.55E-09
DataValue, 3.45, 6.537E-09, 6.537E-09
DataValue, 3.5, 6.8146E-09, 6.8146E-09
DataValue, 3.5500000000000003, 6.8468E-09, 6.8468E-09
DataValue, 3.6, 7.06E-09, 7.06E-09
DataValue, 3.65, 7.1045E-09, 7.1045E-09
DataValue, 3.7, 7.2878E-09, 7.2878E-09
DataValue, 3.75, 7.2732E-09, 7.2732E-09
DataValue, 3.8000000000000003, 7.5173E-09, 7.5173E-09
DataValue, 3.85, 7.5607E-09, 7.5607E-09
DataValue, 3.9, 7.7767E-09, 7.7767E-09
DataValue, 3.95, 7.8364E-09, 7.8364E-09
DataValue, 4, 8.0046E-09, 8.0046E-09
DataValue, 4.05, 7.7902E-09, 7.7902E-09
DataValue, 4.1, 7.3914E-09, 7.3914E-09
DataValue, 4.15, 7.9245E-09, 7.9245E-09
DataValue, 4.2, 7.4615E-09, 7.4615E-09
DataValue, 4.25, 8.1761E-09, 8.1761E-09
DataValue, 4.3, 7.9415E-09, 7.9415E-09
DataValue, 4.3500000000000005, 8.5626E-09, 8.5626E-09
DataValue, 4.4, 8.1371E-09, 8.1371E-09
DataValue, 4.45, 9.0909E-09, 9.0909E-09
DataValue, 4.5, 9.9987E-09, 9.9987E-09
DataValue, 4.55, 1.02314E-08, 1.02314E-08
DataValue, 4.6000000000000005, 1.0188799999999999E-08, 1.0188799999999999E-08
DataValue, 4.65, 1.03119E-08, 1.03119E-08
DataValue, 4.7, 1.0624799999999998E-08, 1.0624799999999998E-08
DataValue, 4.75, 1.0636499999999999E-08, 1.0636499999999999E-08
DataValue, 4.8, 1.0658399999999999E-08, 1.0658399999999999E-08
DataValue, 4.8500000000000005, 1.09386E-08, 1.09386E-08
DataValue, 4.9, 1.10574E-08, 1.10574E-08
DataValue, 4.95, 1.1069099999999999E-08, 1.1069099999999999E-08
DataValue, 5, 1.12663E-08, 1.12663E-08
DataValue, 5.05, 1.1508999999999999E-08, 1.1508999999999999E-08
DataValue, 5.1000000000000005, 1.1460799999999998E-08, 1.1460799999999998E-08
DataValue, 5.15, 1.15951E-08, 1.15951E-08
DataValue, 5.2, 1.1838499999999999E-08, 1.1838499999999999E-08
DataValue, 5.25, 1.2014199999999999E-08, 1.2014199999999999E-08
DataValue, 5.3, 1.1963199999999999E-08, 1.1963199999999999E-08
DataValue, 5.3500000000000005, 1.2189899999999998E-08, 1.2189899999999998E-08
DataValue, 5.4, 1.2527299999999998E-08, 1.2527299999999998E-08
DataValue, 5.45, 1.24076E-08, 1.24076E-08
DataValue, 5.5, 1.2373499999999998E-08, 1.2373499999999998E-08
DataValue, 5.55, 1.26292E-08, 1.26292E-08
DataValue, 5.6000000000000005, 1.2868699999999998E-08, 1.2868699999999998E-08
DataValue, 5.65, 1.30202E-08, 1.30202E-08
DataValue, 5.7, 1.3153799999999999E-08, 1.3153799999999999E-08
DataValue, 5.75, 1.33632E-08, 1.33632E-08
DataValue, 5.8, 1.3610499999999998E-08, 1.3610499999999998E-08
DataValue, 5.8500000000000005, 1.3656299999999998E-08, 1.3656299999999998E-08
DataValue, 5.9, 1.3720699999999998E-08, 1.3720699999999998E-08
DataValue, 5.95, 1.40022E-08, 1.40022E-08
DataValue, 6, 1.4145399999999999E-08, 1.4145399999999999E-08
DataValue, 6.05, 1.4115099999999998E-08, 1.4115099999999998E-08
DataValue, 6.1000000000000005, 1.4397799999999998E-08, 1.4397799999999998E-08
DataValue, 6.15, 1.4631599999999998E-08, 1.4631599999999998E-08
DataValue, 6.2, 1.4368099999999999E-08, 1.4368099999999999E-08
DataValue, 6.25, 1.4620599999999999E-08, 1.4620599999999999E-08
DataValue, 6.3, 1.49523E-08, 1.49523E-08
DataValue, 6.3500000000000005, 1.5077E-08, 1.5077E-08
DataValue, 6.4, 1.50472E-08, 1.50472E-08
DataValue, 6.45, 1.5377099999999998E-08, 1.5377099999999998E-08
DataValue, 6.5, 1.54916E-08, 1.54916E-08
DataValue, 6.55, 1.54451E-08, 1.54451E-08
DataValue, 6.6000000000000005, 1.5558199999999997E-08, 1.5558199999999997E-08
DataValue, 6.65, 1.60034E-08, 1.60034E-08
DataValue, 6.7, 1.61073E-08, 1.61073E-08
DataValue, 6.75, 1.6078999999999998E-08, 1.6078999999999998E-08
DataValue, 6.8, 1.61454E-08, 1.61454E-08
DataValue, 6.8500000000000005, 1.6645599999999997E-08, 1.6645599999999997E-08
DataValue, 6.9, 1.65136E-08, 1.65136E-08
DataValue, 6.95, 1.6608699999999997E-08, 1.6608699999999997E-08
DataValue, 7, 1.7001599999999997E-08, 1.7001599999999997E-08
DataValue, 7.05, 1.70367E-08, 1.70367E-08
DataValue, 7.1000000000000005, 1.7012199999999998E-08, 1.7012199999999998E-08
DataValue, 7.15, 1.7289699999999998E-08, 1.7289699999999998E-08
DataValue, 7.2, 1.7447199999999998E-08, 1.7447199999999998E-08
DataValue, 7.25, 1.7367999999999997E-08, 1.7367999999999997E-08
DataValue, 7.3, 1.7582299999999998E-08, 1.7582299999999998E-08
DataValue, 7.3500000000000005, 1.78017E-08, 1.78017E-08
DataValue, 7.4, 1.8024E-08, 1.8024E-08
DataValue, 7.45, 1.7995799999999997E-08, 1.7995799999999997E-08
DataValue, 7.5, 1.7990599999999997E-08, 1.7990599999999997E-08
DataValue, 7.55, 1.8623199999999998E-08, 1.8623199999999998E-08
DataValue, 7.6000000000000005, 1.8721999999999997E-08, 1.8721999999999997E-08
