
SetupTitle, Break of oxide
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0
TestParameter, Output.Graph.YAxis.Top, 0.01, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/01/2021 11:02:44
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, bea79357-a40a-47a7-b56b-b95f1c719b9c
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.5E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.11, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.049999999784090914
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.049999999784090914
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.049999999784090914
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.049999999784090914
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.049999999784090914
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=50 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Break of oxide
Dimension1, 201, 201, 201
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, 0, 2.507E-11, 2.507E-11
DataValue, 0.05, 4.2603E-09, 4.2603E-09
DataValue, 0.1, 1.14178E-08, 1.14178E-08
DataValue, 0.15, 2.27218E-08, 2.27218E-08
DataValue, 0.2, 4.05208E-08, 4.05208E-08
DataValue, 0.25, 6.4146E-08, 6.4146E-08
DataValue, 0.3, 1.0704E-07, 1.0704E-07
DataValue, 0.35000000000000003, 1.6668E-07, 1.6668E-07
DataValue, 0.4, 2.6096E-07, 2.6096E-07
DataValue, 0.45, 3.9335999999999997E-07, 3.9335999999999997E-07
DataValue, 0.5, 5.7506E-07, 5.7506E-07
DataValue, 0.55, 8.1442E-07, 8.1442E-07
DataValue, 0.6, 1.15004E-06, 1.15004E-06
DataValue, 0.65, 1.5785000000000002E-06, 1.5785000000000002E-06
DataValue, 0.70000000000000007, 2.1632000000000003E-06, 2.1632000000000003E-06
DataValue, 0.75, 2.9597000000000002E-06, 2.9597000000000002E-06
DataValue, 0.8, 3.8881E-06, 3.8881E-06
DataValue, 0.85, 4.7945000000000004E-06, 4.7945000000000004E-06
DataValue, 0.9, 6.0752000000000007E-06, 6.0752000000000007E-06
DataValue, 0.95000000000000007, 7.2650000000000007E-06, 7.2650000000000007E-06
DataValue, 1, 9.0823000000000011E-06, 9.0823000000000011E-06
DataValue, 1.05, 1.0534000000000001E-05, 1.0534000000000001E-05
DataValue, 1.1, 1.2328000000000001E-05, 1.2328000000000001E-05
DataValue, 1.1500000000000001, 1.3554000000000001E-05, 1.3554000000000001E-05
DataValue, 1.2, 1.4984000000000001E-05, 1.4984000000000001E-05
DataValue, 1.25, 1.7784E-05, 1.7784E-05
DataValue, 1.3, 2.0056E-05, 2.0056E-05
DataValue, 1.35, 1.9322000000000002E-05, 1.9322000000000002E-05
DataValue, 1.4000000000000001, 2.0312E-05, 2.0312E-05
DataValue, 1.45, 2.0884000000000002E-05, 2.0884000000000002E-05
DataValue, 1.5, 2.035E-05, 2.035E-05
DataValue, 1.55, 2.1020000000000002E-05, 2.1020000000000002E-05
DataValue, 1.6, 2.0946000000000002E-05, 2.0946000000000002E-05
DataValue, 1.6500000000000001, 2.3112E-05, 2.3112E-05
DataValue, 1.7, 3.0366E-05, 3.0366E-05
DataValue, 1.75, 2.7946E-05, 2.7946E-05
DataValue, 1.8, 3.0122E-05, 3.0122E-05
DataValue, 1.85, 2.8824E-05, 2.8824E-05
DataValue, 1.9000000000000001, 0.0021596000000000002, 0.0021596000000000002
DataValue, 1.95, 0.0022294, 0.0022294
DataValue, 2, 0.0023112000000000002, 0.0023112000000000002
DataValue, 2.05, 0.0023986, 0.0023986
DataValue, 2.1, 0.0024714, 0.0024714
DataValue, 2.15, 0.0025678, 0.0025678
DataValue, 2.2, 0.0026518, 0.0026518
DataValue, 2.25, 0.0027278, 0.0027278
DataValue, 2.3000000000000003, 0.0028456, 0.0028456
DataValue, 2.35, 0.0029868, 0.0029868
DataValue, 2.4, 0.0031804, 0.0031804
DataValue, 2.45, 0.0034858000000000003, 0.0034858000000000003
DataValue, 2.5, 0.003627, 0.003627
DataValue, 2.5500000000000003, 0.0035086, 0.0035086
DataValue, 2.6, 0.0036798, 0.0036798
DataValue, 2.65, 0.0036658, 0.0036658
DataValue, 2.7, 0.003923, 0.003923
DataValue, 2.75, 0.0039526, 0.0039526
DataValue, 2.8000000000000003, 0.0042934, 0.0042934
DataValue, 2.85, 0.0044954, 0.0044954
DataValue, 2.9, 0.0049458, 0.0049458
DataValue, 2.95, 0.0053012, 0.0053012
DataValue, 3, 0.0052580000000000005, 0.0052580000000000005
DataValue, 3.0500000000000003, 0.0054624, 0.0054624
DataValue, 3.1, 0.0061086000000000005, 0.0061086000000000005
DataValue, 3.15, 0.0064886, 0.0064886
DataValue, 3.2, 0.0070092, 0.0070092
DataValue, 3.25, 0.0075044000000000005, 0.0075044000000000005
DataValue, 3.3000000000000003, 0.0074948, 0.0074948
DataValue, 3.35, 0.0077624, 0.0077624
DataValue, 3.4, 0.0080762, 0.0080762
DataValue, 3.45, 0.0076022, 0.0076022
DataValue, 3.5, 0.0082034, 0.0082034
DataValue, 3.5500000000000003, 0.007927, 0.007927
DataValue, 3.6, 0.0094048, 0.0094048
DataValue, 3.65, 0.10007200000000001, 0.10007200000000001
DataValue, 3.7, 0.099924000000000013, 0.099924000000000013
DataValue, 3.75, 0.10001600000000001, 0.10001600000000001
DataValue, 3.8000000000000003, 0.10000600000000001, 0.10000600000000001
DataValue, 3.85, 0.100194, 0.100194
DataValue, 3.9, 0.10001600000000001, 0.10001600000000001
DataValue, 3.95, 0.09993, 0.09993
DataValue, 4, 0.099988000000000007, 0.099988000000000007
DataValue, 4.05, 0.10008600000000001, 0.10008600000000001
DataValue, 4.1, 0.10000400000000001, 0.10000400000000001
DataValue, 4.15, 0.099988000000000007, 0.099988000000000007
DataValue, 4.2, 0.09997, 0.09997
DataValue, 4.25, 0.099994000000000013, 0.099994000000000013
DataValue, 4.3, 0.1, 0.1
DataValue, 4.3500000000000005, 0.1, 0.1
DataValue, 4.4, 0.099896000000000013, 0.099896000000000013
DataValue, 4.45, 0.10000200000000001, 0.10000200000000001
DataValue, 4.5, 0.10000200000000001, 0.10000200000000001
DataValue, 4.55, 0.1, 0.1
DataValue, 4.6000000000000005, 0.099988000000000007, 0.099988000000000007
DataValue, 4.65, 0.10000800000000001, 0.10000800000000001
DataValue, 4.7, 0.099992000000000011, 0.099992000000000011
DataValue, 4.75, 0.10000200000000001, 0.10000200000000001
DataValue, 4.8, 0.099998, 0.099998
DataValue, 4.8500000000000005, 0.1, 0.1
DataValue, 4.9, 0.099998, 0.099998
DataValue, 4.95, 0.10000200000000001, 0.10000200000000001
DataValue, 5, 0.10000200000000001, 0.10000200000000001
DataValue, 5.05, 0.10000400000000001, 0.10000400000000001
DataValue, 5.1000000000000005, 0.1, 0.1
DataValue, 5.15, 0.1, 0.1
DataValue, 5.2, 0.1, 0.1
DataValue, 5.25, 0.099998, 0.099998
DataValue, 5.3, 0.10000200000000001, 0.10000200000000001
DataValue, 5.3500000000000005, 0.1, 0.1
DataValue, 5.4, 0.10001600000000001, 0.10001600000000001
DataValue, 5.45, 0.10000600000000001, 0.10000600000000001
DataValue, 5.5, 0.10000600000000001, 0.10000600000000001
DataValue, 5.55, 0.10000200000000001, 0.10000200000000001
DataValue, 5.6000000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 5.65, 0.10000200000000001, 0.10000200000000001
DataValue, 5.7, 0.1, 0.1
DataValue, 5.75, 0.1, 0.1
DataValue, 5.8, 0.10000200000000001, 0.10000200000000001
DataValue, 5.8500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 5.9, 0.10000400000000001, 0.10000400000000001
DataValue, 5.95, 0.10000400000000001, 0.10000400000000001
DataValue, 6, 0.1, 0.1
DataValue, 6.05, 0.10000200000000001, 0.10000200000000001
DataValue, 6.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 6.15, 0.10000200000000001, 0.10000200000000001
DataValue, 6.2, 0.1, 0.1
DataValue, 6.25, 0.1, 0.1
DataValue, 6.3, 0.10000200000000001, 0.10000200000000001
DataValue, 6.3500000000000005, 0.1, 0.1
DataValue, 6.4, 0.10000400000000001, 0.10000400000000001
DataValue, 6.45, 0.100012, 0.100012
DataValue, 6.5, 0.1, 0.1
DataValue, 6.55, 0.10000600000000001, 0.10000600000000001
DataValue, 6.6000000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 6.65, 0.099994000000000013, 0.099994000000000013
DataValue, 6.7, 0.10000600000000001, 0.10000600000000001
DataValue, 6.75, 0.1, 0.1
DataValue, 6.8, 0.099998, 0.099998
DataValue, 6.8500000000000005, 0.10000600000000001, 0.10000600000000001
DataValue, 6.9, 0.099994000000000013, 0.099994000000000013
DataValue, 6.95, 0.10000600000000001, 0.10000600000000001
DataValue, 7, 0.10000400000000001, 0.10000400000000001
DataValue, 7.05, 0.1, 0.1
DataValue, 7.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.15, 0.1, 0.1
DataValue, 7.2, 0.1, 0.1
DataValue, 7.25, 0.10000200000000001, 0.10000200000000001
DataValue, 7.3, 0.099994000000000013, 0.099994000000000013
DataValue, 7.3500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 7.4, 0.1, 0.1
DataValue, 7.45, 0.1, 0.1
DataValue, 7.5, 0.10000200000000001, 0.10000200000000001
DataValue, 7.55, 0.099998, 0.099998
DataValue, 7.6000000000000005, 0.099994000000000013, 0.099994000000000013
DataValue, 7.65, 0.1, 0.1
DataValue, 7.7, 0.099990000000000009, 0.099990000000000009
DataValue, 7.75, 0.099994000000000013, 0.099994000000000013
DataValue, 7.8, 0.10000200000000001, 0.10000200000000001
DataValue, 7.8500000000000005, 0.10001800000000001, 0.10001800000000001
DataValue, 7.9, 0.099998, 0.099998
DataValue, 7.95, 0.1, 0.1
DataValue, 8, 0.10000200000000001, 0.10000200000000001
DataValue, 8.05, 0.1, 0.1
DataValue, 8.1, 0.10000400000000001, 0.10000400000000001
DataValue, 8.15, 0.10000400000000001, 0.10000400000000001
DataValue, 8.2, 0.1, 0.1
DataValue, 8.25, 0.10000400000000001, 0.10000400000000001
DataValue, 8.3, 0.1, 0.1
DataValue, 8.35, 0.10000200000000001, 0.10000200000000001
DataValue, 8.4, 0.1, 0.1
DataValue, 8.45, 0.1, 0.1
DataValue, 8.5, 0.099996000000000015, 0.099996000000000015
