
SetupTitle, Break of oxide
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0
TestParameter, Output.Graph.YAxis.Top, 0.01, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/10/2021 11:48:10
MetaData, TestRecord.TestTarget, FlashNumA_1_25um_D13
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c0d766db-075c-47b6-9a56-f21be8704b17
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4.4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.11, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.34090909090909088
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.04999999999136364
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.34090909090909088
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.04999999999136364
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.34090909090909088
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.04999999999136364
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.34090909090909088
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.04999999999136364
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.34090909090909088
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.04999999999136364
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=50 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Break of oxide
Dimension1, 201, 201, 201
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, 0, 1.1100000000000001E-12, 1.1100000000000001E-12
DataValue, 0.05, 1.03E-12, 1.03E-12
DataValue, 0.1, 3.9E-12, 3.9E-12
DataValue, 0.15, 1.014E-11, 1.014E-11
DataValue, 0.2, 2.2990000000000003E-11, 2.2990000000000003E-11
DataValue, 0.25, 3.5340000000000004E-11, 3.5340000000000004E-11
DataValue, 0.3, 7.755E-11, 7.755E-11
DataValue, 0.35000000000000003, 1.565E-10, 1.565E-10
DataValue, 0.4, 2.4812E-10, 2.4812E-10
DataValue, 0.45, 4.6436000000000004E-10, 4.6436000000000004E-10
DataValue, 0.5, 8.8055E-10, 8.8055E-10
DataValue, 0.55, 1.3889E-09, 1.3889E-09
DataValue, 0.6, 2.2939E-09, 2.2939E-09
DataValue, 0.65, 3.0992E-09, 3.0992E-09
DataValue, 0.70000000000000007, 4.725E-09, 4.725E-09
DataValue, 0.75, 6.0432E-09, 6.0432E-09
DataValue, 0.8, 6.7754E-09, 6.7754E-09
DataValue, 0.85, 1.00818E-08, 1.00818E-08
DataValue, 0.9, 1.5832099999999998E-08, 1.5832099999999998E-08
DataValue, 0.95000000000000007, 2.3913499999999998E-08, 2.3913499999999998E-08
DataValue, 1, 3.40192E-08, 3.40192E-08
DataValue, 1.05, 3.708E-08, 3.708E-08
DataValue, 1.1, 3.75546E-08, 3.75546E-08
DataValue, 1.1500000000000001, 5.96988E-08, 5.96988E-08
DataValue, 1.2, 9.6306199999999987E-08, 9.6306199999999987E-08
DataValue, 1.25, 1.6469999999999999E-07, 1.6469999999999999E-07
DataValue, 1.3, 1.871E-07, 1.871E-07
DataValue, 1.35, 3.2608E-07, 3.2608E-07
DataValue, 1.4000000000000001, 2.7425999999999997E-07, 2.7425999999999997E-07
DataValue, 1.45, 2.4528E-07, 2.4528E-07
DataValue, 1.5, 6.8928E-07, 6.8928E-07
DataValue, 1.55, 5.344E-07, 5.344E-07
DataValue, 1.6, 6.2046E-07, 6.2046E-07
DataValue, 1.6500000000000001, 7.0484E-07, 7.0484E-07
DataValue, 1.7, 5.0962E-07, 5.0962E-07
DataValue, 1.75, 3.1375999999999997E-07, 3.1375999999999997E-07
DataValue, 1.8, 1.9056E-07, 1.9056E-07
DataValue, 1.85, 1.4854E-07, 1.4854E-07
DataValue, 1.9000000000000001, 1.6212E-07, 1.6212E-07
DataValue, 1.95, 1.8292E-07, 1.8292E-07
DataValue, 2, 1.2606E-07, 1.2606E-07
DataValue, 2.05, 1.2734E-07, 1.2734E-07
DataValue, 2.1, 2.058E-07, 2.058E-07
DataValue, 2.15, 4.0934E-07, 4.0934E-07
DataValue, 2.2, 3.72E-07, 3.72E-07
DataValue, 2.25, 4.5675999999999997E-07, 4.5675999999999997E-07
DataValue, 2.3000000000000003, 3.9606E-07, 3.9606E-07
DataValue, 2.35, 0.006831, 0.006831
DataValue, 2.4, 0.0073750000000000005, 0.0073750000000000005
DataValue, 2.45, 0.0062216, 0.0062216
DataValue, 2.5, 0.00707, 0.00707
DataValue, 2.5500000000000003, 0.0076548, 0.0076548
DataValue, 2.6, 0.0076462000000000006, 0.0076462000000000006
DataValue, 2.65, 0.0090142, 0.0090142
DataValue, 2.7, 0.012158, 0.012158
DataValue, 2.75, 0.01271, 0.01271
DataValue, 2.8000000000000003, 0.017258000000000003, 0.017258000000000003
DataValue, 2.85, 0.014430000000000002, 0.014430000000000002
DataValue, 2.9, 0.014078000000000002, 0.014078000000000002
DataValue, 2.95, 0.015600000000000001, 0.015600000000000001
DataValue, 3, 0.014614000000000002, 0.014614000000000002
DataValue, 3.0500000000000003, 0.013114, 0.013114
DataValue, 3.1, 0.015914, 0.015914
DataValue, 3.15, 0.039286, 0.039286
DataValue, 3.2, 0.075262000000000009, 0.075262000000000009
DataValue, 3.25, 0.067160000000000011, 0.067160000000000011
DataValue, 3.3000000000000003, 0.086492000000000013, 0.086492000000000013
DataValue, 3.35, 0.097982000000000014, 0.097982000000000014
DataValue, 3.4, 0.07716, 0.07716
DataValue, 3.45, 0.080926000000000012, 0.080926000000000012
DataValue, 3.5, 0.082056, 0.082056
DataValue, 3.5500000000000003, 0.079382000000000008, 0.079382000000000008
DataValue, 3.6, 0.083558000000000007, 0.083558000000000007
DataValue, 3.65, 0.09012400000000001, 0.09012400000000001
DataValue, 3.7, 0.092066000000000009, 0.092066000000000009
DataValue, 3.75, 0.093826, 0.093826
DataValue, 3.8000000000000003, 0.094452000000000008, 0.094452000000000008
DataValue, 3.85, 0.10001000000000002, 0.10001000000000002
DataValue, 3.9, 0.10000600000000001, 0.10000600000000001
DataValue, 3.95, 0.10000200000000001, 0.10000200000000001
DataValue, 4, 0.10000800000000001, 0.10000800000000001
DataValue, 4.05, 0.1, 0.1
DataValue, 4.1, 0.099998, 0.099998
DataValue, 4.15, 0.10000400000000001, 0.10000400000000001
DataValue, 4.2, 0.10002200000000001, 0.10002200000000001
DataValue, 4.25, 0.10000200000000001, 0.10000200000000001
DataValue, 4.3, 0.1, 0.1
DataValue, 4.3500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 4.4, 0.10000800000000001, 0.10000800000000001
DataValue, 4.45, 0.10000200000000001, 0.10000200000000001
DataValue, 4.5, 0.099984, 0.099984
DataValue, 4.55, 0.10000200000000001, 0.10000200000000001
DataValue, 4.6000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 4.65, 0.1, 0.1
DataValue, 4.7, 0.10000400000000001, 0.10000400000000001
DataValue, 4.75, 0.10000400000000001, 0.10000400000000001
DataValue, 4.8, 0.10000400000000001, 0.10000400000000001
DataValue, 4.8500000000000005, 0.1, 0.1
DataValue, 4.9, 0.1, 0.1
DataValue, 4.95, 0.100012, 0.100012
DataValue, 5, 0.10000400000000001, 0.10000400000000001
DataValue, 5.05, 0.10000200000000001, 0.10000200000000001
DataValue, 5.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 5.15, 0.10000200000000001, 0.10000200000000001
DataValue, 5.2, 0.10000200000000001, 0.10000200000000001
DataValue, 5.25, 0.099994000000000013, 0.099994000000000013
DataValue, 5.3, 0.10003000000000001, 0.10003000000000001
DataValue, 5.3500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 5.4, 0.10000400000000001, 0.10000400000000001
DataValue, 5.45, 0.10000200000000001, 0.10000200000000001
DataValue, 5.5, 0.099884000000000014, 0.099884000000000014
DataValue, 5.55, 0.10000400000000001, 0.10000400000000001
DataValue, 5.6000000000000005, 0.099998, 0.099998
DataValue, 5.65, 0.100042, 0.100042
DataValue, 5.7, 0.10000200000000001, 0.10000200000000001
DataValue, 5.75, 0.10000400000000001, 0.10000400000000001
DataValue, 5.8, 0.10000400000000001, 0.10000400000000001
DataValue, 5.8500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 5.9, 0.10000400000000001, 0.10000400000000001
DataValue, 5.95, 0.10000400000000001, 0.10000400000000001
DataValue, 6, 0.1, 0.1
DataValue, 6.05, 0.099992000000000011, 0.099992000000000011
DataValue, 6.1000000000000005, 0.100012, 0.100012
DataValue, 6.15, 0.10000600000000001, 0.10000600000000001
DataValue, 6.2, 0.10000600000000001, 0.10000600000000001
DataValue, 6.25, 0.10000400000000001, 0.10000400000000001
DataValue, 6.3, 0.10000800000000001, 0.10000800000000001
DataValue, 6.3500000000000005, 0.10000800000000001, 0.10000800000000001
DataValue, 6.4, 0.099998, 0.099998
DataValue, 6.45, 0.10000800000000001, 0.10000800000000001
DataValue, 6.5, 0.10002000000000001, 0.10002000000000001
DataValue, 6.55, 0.10000600000000001, 0.10000600000000001
DataValue, 6.6000000000000005, 0.10000600000000001, 0.10000600000000001
DataValue, 6.65, 0.1, 0.1
DataValue, 6.7, 0.10000400000000001, 0.10000400000000001
DataValue, 6.75, 0.10000200000000001, 0.10000200000000001
DataValue, 6.8, 0.10000400000000001, 0.10000400000000001
DataValue, 6.8500000000000005, 0.10000600000000001, 0.10000600000000001
DataValue, 6.9, 0.099998, 0.099998
DataValue, 6.95, 0.10000400000000001, 0.10000400000000001
DataValue, 7, 0.10000200000000001, 0.10000200000000001
DataValue, 7.05, 0.10000400000000001, 0.10000400000000001
DataValue, 7.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.15, 0.099986, 0.099986
DataValue, 7.2, 0.10000400000000001, 0.10000400000000001
DataValue, 7.25, 0.10000400000000001, 0.10000400000000001
DataValue, 7.3, 0.100026, 0.100026
DataValue, 7.3500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 7.4, 0.10001800000000001, 0.10001800000000001
DataValue, 7.45, 0.10000400000000001, 0.10000400000000001
DataValue, 7.5, 0.099986, 0.099986
DataValue, 7.55, 0.10000600000000001, 0.10000600000000001
DataValue, 7.6000000000000005, 0.100014, 0.100014
DataValue, 7.65, 0.10000200000000001, 0.10000200000000001
DataValue, 7.7, 0.10000200000000001, 0.10000200000000001
DataValue, 7.75, 0.10000400000000001, 0.10000400000000001
DataValue, 7.8, 0.10000400000000001, 0.10000400000000001
DataValue, 7.8500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.9, 0.10000400000000001, 0.10000400000000001
DataValue, 7.95, 0.10000400000000001, 0.10000400000000001
DataValue, 8, 0.10000200000000001, 0.10000200000000001
DataValue, 8.05, 0.10000400000000001, 0.10000400000000001
DataValue, 8.1, 0.10000200000000001, 0.10000200000000001
DataValue, 8.15, 0.1, 0.1
